node,new_score,original_sco,diff
anon_S1047E,681.0,681.0,0.0
anon_S871E,623.0,623.0,0.0
anon_S2423E,618.987743888,503.0,115.987743888
anon_S2149E,613.00939742,643.0,-29.99060258
anon_S5325E,543.524880574,573.0,-29.475119426
anon_S4953E,571.466453418,603.0,-31.533546582
anon_S1556E,668.732654688,733.0,-64.267345312
anon_S1941E,580.323467309,469.0,111.323467309
anon_S1862E,665.042645925,655.0,10.042645925
anon_S1603E,590.374540198,641.0,-50.625459802
anon_S1272E,766.0,766.0,0.0
anon_S3123E,630.676604245,548.0,82.676604245
anon_S5615E,575.240056712,578.0,-2.759943288
anon_S2555E,543.710798231,555.0,-11.289201769
anon_S4955E,572.108666306,575.0,-2.891333694
anon_S1086E,553.632865651,505.0,48.632865651
anon_S1476E,596.684649269,733.0,-136.315350731
anon_S296E,593.833265331,710.0,-116.166734669
anon_S5720E,564.555260644,541.0,23.555260644
anon_S2420E,550.747235831,597.0,-46.252764169
anon_S4860E,577.756849264,536.0,41.756849264
anon_S2098E,603.781614496,764.0,-160.218385504
anon_S3111E,638.824964788,612.0,26.824964788
anon_S336E,636.90126424,510.0,126.90126424
anon_S2318E,645.259779674,662.0,-16.740220326
anon_S143E,619.977010413,594.0,25.977010413
anon_S3640E,580.010917093,475.0,105.010917093
anon_S2045E,627.459258651,641.0,-13.540741349
anon_S1418E,586.083906194,598.0,-11.916093806
anon_S2795E,559.848549298,531.0,28.848549298
anon_S715E,679.0,679.0,0.0
anon_S2258E,573.974056331,570.0,3.974056331
anon_S1685E,579.110255743,631.0,-51.889744257
anon_S5416E,568.72126392,569.0,-0.27873608
anon_S198E,561.930615452,667.0,-105.069384548
anon_S4792E,566.031906699,625.0,-58.968093301
anon_S218E,657.408958889,652.0,5.408958889
anon_S2911E,578.785578118,564.0,14.785578118
anon_S5264E,543.145567946,545.0,-1.854432054
anon_S3287E,620.735248564,698.0,-77.264751436
anon_S712E,594.022761926,594.0,0.022761926
anon_S3984E,645.114845491,323.0,322.114845491
anon_S698E,617.0,617.0,0.0
anon_S3383E,601.338607195,609.0,-7.661392805
anon_S6059E,556.07829444,497.0,59.07829444
anon_S3411E,644.671822051,624.0,20.671822051
anon_S645E,563.0,563.0,0.0
anon_S6062E,565.689783296,525.0,40.689783296
anon_S4538E,569.59457389,614.0,-44.40542611
anon_S3056E,573.458448382,627.0,-53.541551618
anon_S518E,562.620680508,792.0,-229.379319492
anon_S960E,643.0,643.0,0.0
anon_S458E,510.079361958,510.0,0.079361958
anon_S3593E,461.658056186,284.0,177.658056186
anon_S2994E,549.248454816,528.0,21.248454816
anon_S4438E,625.354204331,665.0,-39.645795669
anon_S2561E,645.854106514,570.0,75.854106514
anon_S4565E,552.118146734,701.0,-148.881853266
anon_S5631E,566.344944234,480.0,86.344944234
anon_S3459E,658.761296108,612.0,46.761296108
anon_S3817E,588.640588764,572.0,16.640588764
anon_S3730E,663.412566552,645.0,18.412566552
anon_S5704E,567.571971472,573.0,-5.428028528
anon_S3268E,595.176807113,639.0,-43.823192887
anon_S3879E,667.969380443,682.0,-14.030619557
anon_S3315E,590.467592849,610.0,-19.532407151
anon_S4154E,554.57040689,503.0,51.57040689
anon_S4971E,625.506214344,672.0,-46.493785656
anon_S5759E,569.531639888,589.0,-19.468360112
anon_S3922E,665.950498387,517.0,148.950498387
anon_S3465E,617.582812178,583.0,34.582812178
anon_S4819E,579.093904613,634.0,-54.906095387
anon_S4844E,514.392209653,450.0,64.392209653
anon_S5006E,572.293935764,556.0,16.293935764
anon_S1824E,646.475021762,645.0,1.475021762
anon_S4128E,671.383264988,612.0,59.383264988
anon_S1579E,602.360203011,685.0,-82.639796989
anon_S1962E,557.088023528,527.0,30.088023528
anon_S1337E,538.656868381,441.0,97.656868381
anon_S2648E,543.716201463,564.0,-20.283798537
anon_S1959E,671.007296243,734.0,-62.992703757
anon_S1202E,539.0,539.0,0.0
anon_S1524E,654.195440509,508.0,146.195440509
anon_S2186E,639.58674682,442.0,197.58674682
anon_S1765E,644.818173535,561.0,83.818173535
anon_S5233E,618.240764424,625.0,-6.759235576
anon_S1626E,581.0,581.0,0.0
anon_S1308E,651.731681544,652.0,-0.268318456
anon_S1297E,526.094673488,526.0,0.094673488
anon_S1468E,667.073214792,581.0,86.073214792
anon_S2113E,635.520741785,588.0,47.520741785
anon_S5790E,594.546423064,651.0,-56.453576936
anon_S1268E,599.0,599.0,0.0
anon_S391E,721.531466969,724.0,-2.468533031
anon_S2128E,638.631750808,651.0,-12.368249192
anon_S5605E,532.065124358,494.0,38.065124358
anon_S3176E,653.842263539,564.0,89.842263539
anon_S1713E,652.53386074,543.0,109.53386074
anon_S882E,597.0,597.0,0.0
anon_S2730E,642.116039574,590.0,52.116039574
anon_S6002E,559.385446349,511.0,48.385446349
anon_S2450E,624.000445986,434.0,190.000445986
anon_S1453E,544.994265985,547.0,-2.005734015
anon_S328E,613.097105802,531.0,82.097105802
anon_S4766E,547.144591601,504.0,43.144591601
anon_S2785E,632.627369568,593.0,39.627369568
anon_S2357E,599.477778729,639.0,-39.522221271
anon_S166E,596.885202086,619.0,-22.114797914
anon_S4341E,546.057351892,539.0,7.057351892
anon_S2681E,543.716801822,565.0,-21.283198178
anon_S3244E,613.714849305,665.0,-51.285150695
anon_S5837E,597.262638321,523.0,74.262638321
anon_S5152E,543.293612672,543.0,0.293612672
anon_S5971E,564.178014645,416.0,148.178014645
anon_S2963E,623.861685676,640.0,-16.138314324
anon_S2262E,664.678204633,742.0,-77.321795367
anon_S5884E,541.488016623,535.0,6.488016623
anon_S5381E,540.160618269,546.0,-5.839381731
anon_S762E,605.50150742,737.0,-131.49849258
anon_S313E,630.156906668,638.0,-7.843093332
anon_S2339E,658.403572781,640.0,18.403572781
anon_S4788E,501.854027519,332.0,169.854027519
anon_S2909E,671.591743494,641.0,30.591743494
anon_S266E,565.296434324,339.0,226.296434324
anon_S4794E,558.944900738,533.0,25.944900738
anon_S1035E,587.150187662,587.0,0.150187662
anon_S2562E,647.065942622,537.0,110.065942622
anon_S557E,499.634043211,512.0,-12.365956789
anon_S3432E,627.9841036,609.0,18.9841036
anon_S6103E,563.005659701,466.0,97.005659701
anon_S1115E,615.832378961,616.0,-0.167621039
anon_S3015E,640.074838673,520.0,120.074838673
anon_S4682E,618.461919878,615.0,3.461919878
anon_S462E,615.908726194,554.0,61.908726194
anon_S539E,476.844431318,275.0,201.844431318
anon_S983E,467.0,467.0,0.0
anon_S4399E,589.218090872,644.0,-54.781909128
anon_S5629E,515.079844775,483.0,32.079844775
anon_S1902E,644.813303846,669.0,-24.186696154
anon_S1899E,658.381787013,622.0,36.381787013
anon_S4769E,572.977432957,568.0,4.977432957
anon_S5092E,623.276248585,659.0,-35.723751415
anon_S3753E,615.464578909,358.0,257.464578909
anon_S3216E,544.886941485,555.0,-10.113058515
anon_S4211E,663.506413198,539.0,124.506413198
anon_S2592E,648.578025336,480.0,168.578025336
anon_S4280E,615.906439786,636.0,-20.093560214
anon_S3907E,638.895000915,682.0,-43.104999085
anon_S4969E,565.481247536,552.0,13.481247536
anon_S5765E,600.888290129,609.0,-8.111709871
anon_S4887E,618.605464521,631.0,-12.394535479
anon_S4612E,529.783919598,487.0,42.783919598
anon_S5242E,597.561755535,580.0,17.561755535
anon_S742E,599.774281001,655.0,-55.225718999
anon_S5435E,602.068786128,640.0,-37.931213872
anon_S1036E,544.0,544.0,0.0
anon_S1394E,526.329635823,524.0,2.329635823
anon_S4825E,538.92072258,545.0,-6.07927742
anon_S1803E,579.146465074,426.0,153.146465074
anon_S2638E,608.201820182,602.0,6.201820182
anon_S2765E,651.524765307,672.0,-20.475234693
anon_S5189E,598.608368905,619.0,-20.391631095
anon_S5540E,619.636728877,619.0,0.636728877
anon_S1640E,644.291605867,641.0,3.291605867
anon_S739E,662.701031511,711.0,-48.298968489
anon_S2738E,646.041608945,573.0,73.041608945
anon_S5172E,549.931095374,407.0,142.931095374
anon_S93E,593.875085742,486.0,107.875085742
anon_S1545E,602.176613033,589.0,13.176613033
anon_S5349E,616.939717187,714.0,-97.060282813
anon_S2286E,436.0,436.0,0.0
anon_S1775E,633.565563003,679.0,-45.434436997
anon_S3031E,658.237031298,717.0,-58.762968702
anon_S389E,574.543920316,571.0,3.543920316
anon_S1312E,599.034911703,599.0,0.034911703
anon_S227E,612.978452756,601.0,11.978452756
anon_S2029E,591.754672866,568.0,23.754672866
anon_S5814E,577.033415713,527.0,50.033415713
anon_S3159E,529.254170173,355.0,174.254170173
anon_S5053E,574.964354184,617.0,-42.035645816
anon_S2835E,652.430659806,660.0,-7.569340194
anon_S2016E,592.491592634,505.0,87.491592634
anon_S580E,569.676285175,652.0,-82.323714825
anon_S11E,562.796337985,709.0,-146.203662015
anon_S4320E,635.618274549,510.0,125.618274549
anon_S2083E,579.387703032,583.0,-3.612296968
anon_S486E,598.361065924,662.0,-63.638934076
anon_S307E,567.605220559,428.0,139.605220559
anon_S2247E,625.177471635,520.0,105.177471635
anon_S629E,622.99209376,623.0,-0.00790624000001
anon_S3788E,587.175733583,578.0,9.175733583
anon_S4632E,648.295294162,749.0,-100.704705838
anon_S4745E,513.229688911,508.0,5.229688911
anon_S3442E,616.63416796,749.0,-132.36583204
anon_S616E,566.610450593,534.0,32.610450593
anon_S3850E,660.482227339,650.0,10.482227339
anon_S3548E,574.48206278,556.0,18.48206278
anon_S1016E,741.0,741.0,0.0
anon_S683E,548.071407983,548.0,0.071407983
anon_S3577E,588.640588764,471.0,117.640588764
anon_S911E,596.02064688,596.0,0.02064688
anon_S3967E,599.662821078,545.0,54.662821078
anon_S3428E,657.633728128,461.0,196.633728128
anon_S447E,578.926215382,558.0,20.926215382
anon_S879E,641.0,641.0,0.0
anon_S1169E,588.15701576,595.0,-6.84298424
anon_S1854E,655.512519191,586.0,69.512519191
anon_S1134E,682.836496708,714.0,-31.163503292
anon_S4423E,660.513494066,564.0,96.513494066
anon_S2141E,668.648393906,517.0,151.648393906
anon_S5673E,602.837031978,601.0,1.837031978
anon_S5088E,768.871021225,802.0,-33.128978775
anon_S5648E,532.097580301,498.0,34.097580301
anon_S1734E,653.489414815,663.0,-9.510585185
anon_S5728E,566.043285856,567.0,-0.956714144
anon_S1345E,598.469209405,589.0,9.469209405
anon_S4230E,671.688673574,751.0,-79.311326426
anon_S4715E,575.243517939,607.0,-31.756482061
anon_S4868E,621.574987051,734.0,-112.425012949
anon_S4933E,504.778796426,499.0,5.778796426
anon_S1585E,640.424248148,530.0,110.424248148
anon_S4893E,532.341306284,533.0,-0.658693716
anon_S5077E,581.681415089,567.0,14.681415089
anon_S5934E,559.372264939,564.0,-4.627735061
anon_S1410E,594.715513605,596.0,-1.284486395
anon_S4165E,582.162181525,638.0,-55.837818475
anon_S6096E,563.083526043,472.0,91.083526043
anon_S46E,563.653606876,623.0,-59.346393124
anon_S4908E,554.889007908,573.0,-18.110992092
anon_S5956E,617.357146738,642.0,-24.642853262
anon_S2482E,656.035056809,682.0,-25.964943191
anon_S245E,564.686915547,760.0,-195.313084453
anon_S2227E,622.692918448,520.0,102.692918448
anon_S2310E,586.044206626,534.0,52.044206626
anon_S5191E,573.463273039,611.0,-37.536726961
anon_S721E,586.0,586.0,0.0
anon_S5561E,536.227415367,522.0,14.227415367
anon_S1244E,532.0,532.0,0.0
anon_S1493E,617.891660938,559.0,58.891660938
anon_S1219E,647.918540993,618.0,29.918540993
anon_S346E,589.0,589.0,0.0
anon_S5351E,569.958218532,571.0,-1.041781468
anon_S2199E,638.22751978,692.0,-53.77248022
anon_S2653E,647.653418289,744.0,-96.346581711
anon_S1371E,577.522081088,578.0,-0.477918912
anon_S4530E,544.490589588,526.0,18.490589588
anon_S510E,561.570845557,705.0,-143.429154443
anon_S233E,628.481859255,652.0,-23.518140745
anon_S6051E,607.794397972,578.0,29.794397972
anon_S3029E,620.739867939,633.0,-12.260132061
anon_S117E,603.166158369,594.0,9.166158369
anon_S2017E,607.312423514,625.0,-17.687576486
anon_S2031E,546.181389715,608.0,-61.818610285
anon_S3165E,628.205149567,576.0,52.205149567
anon_S70E,565.565621984,463.0,102.565621984
anon_S427E,544.0,544.0,0.0
anon_S2569E,603.781614496,551.0,52.781614496
anon_S3235E,661.332170854,573.0,88.332170854
anon_S2412E,624.000445986,315.0,309.000445986
anon_S2867E,544.614849752,465.0,79.614849752
anon_S2366E,655.14517688,515.0,140.14517688
anon_S1996E,598.611994491,472.0,126.611994491
anon_S3340E,596.550791296,781.0,-184.449208704
anon_S3738E,650.323050939,516.0,134.323050939
anon_S4779E,543.494521691,542.0,1.494521691
anon_S5900E,598.405848075,578.0,20.405848075
anon_S4307E,623.861685676,391.0,232.861685676
anon_S2978E,622.744794745,569.0,53.744794745
anon_S631E,631.0,631.0,0.0
anon_S3796E,663.770598414,520.0,143.770598414
anon_S909E,618.996323852,619.0,-0.00367614799995
anon_S5057E,563.601590215,555.0,8.601590215
anon_S4267E,661.348266444,516.0,145.348266444
anon_S932E,587.0,587.0,0.0
anon_S4132E,603.167212816,346.0,257.167212816
anon_S3552E,567.281685319,547.0,20.281685319
anon_S1796E,638.764569122,663.0,-24.235430878
anon_S4491E,623.861685676,355.0,268.861685676
anon_S805E,523.277207454,501.0,22.277207454
anon_S2677E,646.041608945,542.0,104.041608945
anon_S790E,590.165087644,558.0,32.165087644
anon_S5505E,505.844811926,495.0,10.844811926
anon_S5498E,469.657271804,451.0,18.657271804
anon_S1106E,654.983761952,695.0,-40.016238048
anon_S1951E,665.514416286,601.0,64.514416286
anon_S4008E,653.503982489,604.0,49.503982489
anon_S5798E,572.497873903,617.0,-44.502126097
anon_S1677E,615.477188901,669.0,-53.522811099
anon_S5306E,567.301165646,632.0,-64.698834354
anon_S2120E,597.836642419,603.0,-5.163357581
anon_S4253E,603.167212816,552.0,51.167212816
anon_S5285E,618.645135461,682.0,-63.354864539
anon_S1595E,671.0,671.0,0.0
anon_S1460E,658.978326831,548.0,110.978326831
anon_S4080E,624.893489542,784.0,-159.106510458
anon_S4998E,578.334152428,594.0,-15.665847572
anon_S5736E,571.282893391,550.0,21.282893391
anon_S2066E,620.14595781,634.0,-13.85404219
anon_S2432E,639.685014832,561.0,78.685014832
anon_S4876E,535.116251126,530.0,5.116251126
anon_S320E,598.668031452,538.0,60.668031452
anon_S137E,668.0,668.0,0.0
anon_S5924E,526.719776173,499.0,27.719776173
anon_S255E,622.938283925,662.0,-39.061716075
anon_S2689E,557.56611938,518.0,39.56611938
anon_S5389E,524.642243442,510.0,14.642243442
anon_S2331E,589.385769091,583.0,6.385769091
anon_S5404E,500.747788227,457.0,43.747788227
anon_S4780E,559.130090406,570.0,-10.869909594
anon_S5207E,565.770072134,585.0,-19.229927866
anon_S2623E,636.097488378,585.0,51.097488378
anon_S5979E,484.213194679,449.0,35.213194679
anon_S2714E,549.617301368,561.0,-11.382698632
anon_S2901E,547.247162324,461.0,86.247162324
anon_S700E,572.0,572.0,0.0
anon_S2805E,667.934707377,533.0,134.934707377
anon_S5330E,545.122251331,544.0,1.122251331
anon_S5868E,581.748197239,580.0,1.748197239
anon_S531E,561.011495384,761.0,-199.988504616
anon_S3505E,661.348266444,721.0,-59.651733556
anon_S3048E,671.780197787,675.0,-3.219802213
anon_S869E,552.768171685,543.0,9.768171685
anon_S952E,605.453335751,603.0,2.453335751
anon_S1527E,580.161833238,589.0,-8.838166762
anon_S3677E,595.197153636,656.0,-60.802846364
anon_S4391E,603.326050276,481.0,122.326050276
anon_S2050E,594.249867726,593.0,1.249867726
anon_S2670E,579.137132129,536.0,43.137132129
anon_S3128E,631.138791719,610.0,21.138791719
anon_S2515E,661.215512113,633.0,28.215512113
anon_S3481E,620.735248564,532.0,88.735248564
anon_S3073E,623.861685676,764.0,-140.138314324
anon_S1891E,544.856732803,565.0,-20.143267197
anon_S3225E,612.157262445,587.0,25.157262445
anon_S2747E,619.908890553,554.0,65.908890553
anon_S5663E,599.258062944,598.0,1.258062944
anon_S2873E,589.949249963,487.0,102.949249963
anon_S3803E,618.987743888,478.0,140.987743888
anon_S5716E,582.814290835,541.0,41.814290835
anon_S4734E,578.070203256,556.0,22.070203256
anon_S3869E,662.385233007,582.0,80.385233007
anon_S4288E,549.248454816,552.0,-2.751545184
anon_S3404E,657.633728128,410.0,247.633728128
anon_S4142E,657.803154497,544.0,113.803154497
anon_S4643E,556.603326288,556.0,0.603326288
anon_S4994E,515.667390434,503.0,12.667390434
anon_S4273E,581.760307749,572.0,9.760307749
anon_S3934E,658.237031298,509.0,149.237031298
anon_S4048E,664.175313519,621.0,43.175313519
anon_S7E,560.978419561,636.0,-75.021580439
anon_S3531E,589.797387736,622.0,-32.202612264
anon_S1695E,653.983391686,531.0,122.983391686
anon_S4856E,505.264844731,685.0,-179.735155269
anon_S650E,613.00533234,613.0,0.00533234
anon_S3896E,624.000445986,495.0,129.000445986
anon_S5030E,535.694748825,535.0,0.694748825
anon_S5453E,622.104767713,629.0,-6.895232287
anon_S1050E,632.98151853,633.0,-0.01848147
anon_S1648E,579.137132129,635.0,-55.862867871
anon_S1145E,618.446980311,645.0,-26.553019689
anon_S1970E,649.179139273,543.0,106.179139273
anon_S1536E,663.329830645,533.0,130.329830645
anon_S5697E,577.502836143,554.0,23.502836143
anon_S5227E,508.192552839,509.0,-0.807447161
anon_S1610E,666.984825151,735.0,-68.015174849
anon_S2107E,656.949818498,571.0,85.949818498
anon_S1283E,616.0,616.0,0.0
anon_S3279E,646.134649969,755.0,-108.865350031
anon_S381E,613.0,613.0,0.0
anon_S19E,562.916268082,708.0,-145.083731918
anon_S2579E,652.741021618,741.0,-88.258978382
anon_S1727E,609.764646956,576.0,33.764646956
anon_S890E,623.991036237,624.0,-0.008963763
anon_S6085E,573.694775652,531.0,42.694775652
anon_S2343E,608.465606091,766.0,-157.534393909
anon_S2691E,659.329171336,515.0,144.329171336
anon_S33E,563.752399427,720.0,-156.247600573
anon_S5945E,471.5855933,342.0,129.5855933
anon_S2274E,629.611869013,524.0,105.611869013
anon_S5391E,551.852565078,538.0,13.852565078
anon_S2329E,646.041608945,562.0,84.041608945
anon_S3305E,671.780197787,645.0,26.780197787
anon_S274E,564.662054758,674.0,-109.337945242
anon_S359E,448.0,448.0,0.0
anon_S3420E,653.503982489,586.0,67.503982489
anon_S3198E,616.518630378,484.0,132.518630378
anon_S2335E,651.962901662,578.0,73.962901662
anon_S5920E,613.28894815,611.0,2.28894815
anon_S6013E,531.414217221,539.0,-7.585782779
anon_S474E,700.0,700.0,0.0
anon_S529E,565.651146241,700.0,-134.348853759
anon_S3995E,644.671822051,638.0,6.671822051
anon_S4572E,556.160319484,552.0,4.160319484
anon_S4549E,542.0,542.0,0.0
anon_S628E,612.036913826,612.0,0.036913826
anon_S1927E,584.734832067,516.0,68.734832067
anon_S5597E,631.5731269,753.0,-121.4268731
anon_S1889E,661.518990828,604.0,57.518990828
anon_S4238E,636.953944512,580.0,56.953944512
anon_S1985E,590.211579233,569.0,21.211579233
anon_S3727E,646.041608945,606.0,40.041608945
anon_S3204E,587.894579103,559.0,28.894579103
anon_S5640E,565.896931548,609.0,-43.103068452
anon_S2580E,653.842263539,664.0,-10.157736461
anon_S4900E,683.696986349,688.0,-4.303013651
anon_S4296E,663.37352015,581.0,82.37352015
anon_S5746E,576.804698287,560.0,16.804698287
anon_S5080E,564.195680655,543.0,21.195680655
anon_S4660E,574.885947594,570.0,4.885947594
anon_S2786E,636.594401868,592.0,44.594401868
anon_S5011E,569.276625442,569.0,0.276625442
anon_S4052E,670.742417522,561.0,109.742417522
anon_S5569E,576.805951432,590.0,-13.194048568
anon_S5169E,496.082458068,459.0,37.082458068
anon_S5199E,567.341561746,541.0,26.341561746
anon_S2751E,627.9841036,601.0,26.9841036
anon_S4806E,513.791901044,623.0,-109.208098956
anon_S5556E,579.029740396,571.0,8.029740396
anon_S5144E,552.284219091,498.0,54.284219091
anon_S1155E,662.480980729,673.0,-10.519019271
anon_S5359E,560.497724167,520.0,40.497724167
anon_S2191E,596.232533702,608.0,-11.767466298
anon_S1211E,581.0,581.0,0.0
anon_S164E,611.786950564,599.0,12.786950564
anon_S4982E,498.765406715,617.0,-118.234593285
anon_S2664E,667.653365688,659.0,8.653365688
anon_S2294E,608.465606091,604.0,4.465606091
anon_S1866E,640.937246056,531.0,109.937246056
anon_S1789E,596.623214435,601.0,-4.376785565
anon_S1015E,361.0,361.0,0.0
anon_S3021E,668.538983458,738.0,-69.461016542
anon_S1379E,755.065103165,756.0,-0.934896835
anon_S1913E,600.470422824,661.0,-60.529577176
anon_S1566E,634.449473197,675.0,-40.550526803
anon_S5787E,570.90931034,619.0,-48.09068966
anon_S2039E,620.735248564,659.0,-38.264751436
anon_S2443E,645.185245433,303.0,342.185245433
anon_S1422E,662.603741325,721.0,-58.396258675
anon_S78E,591.277222453,526.0,65.277222453
anon_S1631E,571.636764122,529.0,42.636764122
anon_S3116E,644.671822051,664.0,-19.328177949
anon_S2097E,662.862186538,616.0,46.862186538
anon_S494E,598.180859579,777.0,-178.819140421
anon_S2200E,568.35384823,563.0,5.35384823
anon_S771E,567.671808498,566.0,1.671808498
anon_S362E,418.726690466,339.0,79.726690466
anon_S5908E,558.262501127,544.0,14.262501127
anon_S2970E,587.260035852,673.0,-85.739964148
anon_S2253E,652.925052701,593.0,59.925052701
anon_S5893E,569.87985522,569.0,0.87985522
anon_S639E,682.719543233,684.0,-1.280456767
anon_S3097E,657.588804239,429.0,228.588804239
anon_S4604E,663.115518779,668.0,-4.884481221
anon_S4771E,490.744727522,482.0,8.744727522
anon_S3253E,659.518637066,595.0,64.518637066
anon_S3747E,467.216547397,335.0,132.216547397
anon_S697E,624.0,624.0,0.0
anon_S3944E,648.761335462,737.0,-88.238664538
anon_S6114E,545.275912801,542.0,3.275912801
anon_S1004E,732.0,732.0,0.0
anon_S901E,602.0,602.0,0.0
anon_S453E,622.297245043,629.0,-6.702754957
anon_S990E,617.0,617.0,0.0
anon_S1179E,454.277957785,405.0,49.277957785
anon_S4499E,551.363798783,391.0,160.363798783
anon_S4005E,647.05382565,657.0,-9.94617435
anon_S4502E,623.861685676,313.0,310.861685676
anon_S1846E,650.683851851,576.0,74.683851851
anon_S4182E,605.955282878,606.0,-0.044717122
anon_S4437E,638.825963999,586.0,52.825963999
anon_S5490E,567.110202058,567.0,0.110202058
anon_S1933E,546.362853912,501.0,45.362853912
anon_S1674E,617.420941775,536.0,81.420941775
anon_S3818E,546.72756979,540.0,6.72756979
anon_S4088E,559.428862873,579.0,-19.571137127
anon_S4990E,559.092507871,551.0,8.092507871
anon_S4705E,661.14019419,673.0,-11.85980581
anon_S5835E,525.443522546,694.0,-168.556477454
anon_S4104E,542.509690809,474.0,68.509690809
anon_S2824E,550.872784104,601.0,-50.127215896
anon_S4927E,505.39803276,493.0,12.39803276
anon_S4159E,555.213076474,557.0,-1.786923526
anon_S54E,561.239019655,730.0,-168.760980345
anon_S5063E,449.852278627,438.0,11.852278627
anon_S1504E,590.971640195,587.0,3.971640195
anon_S5256E,536.551475525,462.0,74.551475525
anon_S5571E,578.667577995,524.0,54.667577995
anon_S2393E,651.842739774,516.0,135.842739774
anon_S84E,577.032413196,505.0,72.032413196
anon_S1653E,656.852587481,633.0,23.852587481
anon_S708E,635.0,635.0,0.0
anon_S2749E,660.56976806,710.0,-49.43023194
anon_S755E,553.567826705,557.0,-3.432173295
anon_S5238E,583.86725681,675.0,-91.13274319
anon_S2176E,657.123053754,530.0,127.123053754
anon_S5338E,548.439426229,621.0,-72.560573771
anon_S1232E,380.0,380.0,0.0
anon_S1487E,658.294268957,570.0,88.294268957
anon_S1814E,655.479294322,521.0,134.479294322
anon_S370E,522.179705143,516.0,6.179705143
anon_S2772E,649.617147116,544.0,105.617147116
anon_S2189E,602.649767072,572.0,30.649767072
anon_S5860E,572.99055059,616.0,-43.00944941
anon_S6078E,626.600146002,481.0,145.600146002
anon_S3498E,628.884755395,694.0,-65.115244605
anon_S3040E,623.861685676,558.0,65.861685676
anon_S4522E,588.641649926,694.0,-105.358350074
anon_S3397E,562.132913079,318.0,244.132913079
anon_S207E,572.741940225,681.0,-108.258059775
anon_S103E,615.308961529,634.0,-18.691038471
anon_S3680E,663.244369372,624.0,39.244369372
anon_S593E,616.256461452,686.0,-69.743538548
anon_S4417E,549.157770853,474.0,75.157770853
anon_S2851E,544.743640077,547.0,-2.256359923
anon_S4559E,538.071407973,525.0,13.071407973
anon_S2305E,544.856732803,583.0,-38.143267197
anon_S2460E,618.987743888,598.0,20.987743888
anon_S2058E,575.826602857,514.0,61.826602857
anon_S2358E,658.075704272,661.0,-2.924295728
anon_S3146E,645.267732983,636.0,9.267732983
anon_S5916E,601.646549223,596.0,5.646549223
anon_S3611E,543.956044912,540.0,3.956044912
anon_S3861E,663.955915741,513.0,150.955915741
anon_S5043E,526.56659109,516.0,10.56659109
anon_S4752E,513.229688911,505.0,8.229688911
anon_S920E,658.0,658.0,0.0
anon_S658E,615.001106717,615.0,0.00110671699997
anon_S5038E,586.166748083,600.0,-13.833251917
anon_S4120E,555.35681083,467.0,88.35681083
anon_S1058E,627.869305235,628.0,-0.130694765
anon_S505E,561.475051496,677.0,-115.524948504
anon_S3539E,589.797387736,551.0,38.797387736
anon_S3187E,624.000445986,568.0,56.000445986
anon_S815E,609.460293553,656.0,-46.539706447
anon_S1878E,676.705254877,690.0,-13.294745123
anon_S1123E,603.158099244,565.0,38.158099244
anon_S1978E,667.126421633,662.0,5.126421633
anon_S1118E,581.811326362,649.0,-67.188673638
anon_S4909E,565.208162571,538.0,27.208162571
anon_S5584E,600.48498039,666.0,-65.51501961
anon_S1618E,573.913455263,570.0,3.913455263
anon_S2156E,619.826346874,666.0,-46.173653126
anon_S5314E,489.596044839,411.0,78.596044839
anon_S2800E,650.861121754,603.0,47.861121754
anon_S2571E,603.167212816,341.0,262.167212816
anon_S4092E,580.623395963,533.0,47.623395963
anon_S1369E,740.64711098,749.0,-8.35288902
anon_S2074E,611.090723973,628.0,-16.909276027
anon_S2464E,472.980413009,387.0,85.980413009
anon_S66E,612.186340095,516.0,96.186340095
anon_S1091E,568.18166018,676.0,-107.81833982
anon_S5936E,534.413554837,524.0,10.413554837
anon_S2699E,556.100054867,526.0,30.100054867
anon_S5399E,553.070431649,553.0,0.0704316490001
anon_S1325E,503.0,503.0,0.0
anon_S2637E,650.091452496,538.0,112.091452496
anon_S5273E,626.600146002,612.0,14.600146002
anon_S5510E,611.087333923,616.0,-4.912666077
anon_S5467E,549.047439718,498.0,51.047439718
anon_S5248E,543.464475475,521.0,22.464475475
anon_S732E,683.82872536,750.0,-66.17127464
anon_S2935E,651.49738614,484.0,167.49738614
anon_S674E,627.986806145,628.0,-0.0131938550001
anon_S351E,602.0,602.0,0.0
anon_S3290E,661.485102642,681.0,-19.514897358
anon_S5182E,559.217945244,524.0,35.217945244
anon_S521E,561.660047724,812.0,-250.339952276
anon_S977E,688.0,688.0,0.0
anon_S3515E,623.861685676,436.0,187.861685676
anon_S6042E,526.042150178,545.0,-18.957849822
anon_S2427E,547.417521007,448.0,99.417521007
anon_S4694E,565.144778784,514.0,51.144778784
anon_S2955E,616.743750517,719.0,-102.256249483
anon_S4381E,572.175584463,571.0,1.175584463
anon_S2026E,587.682615129,542.0,45.682615129
anon_S2505E,544.856732803,639.0,-94.143267197
anon_S4541E,575.329417907,583.0,-7.670582093
anon_S1881E,666.819161489,670.0,-3.180838511
anon_S3127E,659.518637066,579.0,80.518637066
anon_S3663E,590.81119169,489.0,101.81119169
anon_S3584E,662.274336957,552.0,110.274336957
anon_S3714E,563.00091599,634.0,-70.99908401
anon_S4310E,636.594401868,574.0,62.594401868
anon_S1062E,566.052372569,566.0,0.052372569
