node,new_score,original_sco,diff
anon_S5362E,557.643806633,574.0,-16.356193367
anon_S2188E,660.227527834,482.0,178.227527834
anon_S5476E,575.534312566,696.0,-120.465687434
anon_S2205E,584.28229749,626.0,-41.71770251
anon_S5570E,571.528531766,485.0,86.528531766
anon_S85E,567.675648332,704.0,-136.324351668
anon_S1650E,602.649767072,563.0,39.649767072
anon_S2390E,624.000445986,508.0,116.000445986
anon_S2748E,659.996205061,741.0,-81.003794939
anon_S181E,596.919064968,575.0,21.919064968
anon_S3396E,668.813602526,620.0,48.813602526
anon_S204E,611.781949371,506.0,105.781949371
anon_S5994E,629.259453527,682.0,-52.740546473
anon_S5239E,610.926976669,574.0,36.926976669
anon_S2177E,723.0,723.0,0.0
anon_S1233E,496.0,496.0,0.0
anon_S2525E,612.157262445,535.0,77.157262445
anon_S1306E,598.0,598.0,0.0
anon_S3043E,616.731960862,533.0,83.731960862
anon_S3499E,666.819161489,596.0,70.819161489
anon_S4521E,584.02105574,508.0,76.02105574
anon_S2461E,650.171593673,483.0,167.171593673
anon_S888E,586.03122211,586.0,0.03122211
anon_S2359E,576.07950909,532.0,44.07950909
anon_S3147E,558.165534188,533.0,25.165534188
anon_S2002E,581.312504083,600.0,-18.687495917
anon_S405E,589.084627476,648.0,-58.915372524
anon_S102E,609.291861104,571.0,38.291861104
anon_S5839E,590.36935096,649.0,-58.63064904
anon_S4416E,549.248454816,429.0,120.248454816
anon_S590E,563.422555078,440.0,123.422555078
anon_S5911E,561.626003177,540.0,21.626003177
anon_S3612E,605.286967844,626.0,-20.713032156
anon_S4330E,622.476919812,504.0,118.476919812
anon_S2742E,637.406556338,581.0,56.406556338
anon_S3629E,594.24376142,682.0,-87.75623858
anon_S2304E,577.441706596,553.0,24.441706596
anon_S2879E,544.688676955,523.0,21.688676955
anon_S3351E,667.3464754,554.0,113.3464754
anon_S2952E,586.343578378,569.0,17.343578378
anon_S2231E,579.905156257,535.0,44.905156257
anon_S4597E,616.009994085,688.0,-71.990005915
anon_S5039E,535.159378292,513.0,22.159378292
anon_S4127E,572.535758842,580.0,-7.464241158
anon_S4753E,516.797615649,575.0,-58.202384351
anon_S602E,571.980114921,689.0,-117.019885079
anon_S3456E,661.348266444,646.0,15.348266444
anon_S5042E,580.227366332,540.0,40.227366332
anon_S3860E,574.452954256,485.0,89.452954256
anon_S504E,560.978419561,704.0,-143.021580439
anon_S3180E,631.138791719,614.0,17.138791719
anon_S3538E,589.965160926,629.0,-39.034839074
anon_S559E,496.437768532,501.0,-4.562231468
anon_S3438E,662.294272971,562.0,100.294272971
anon_S431E,621.0,621.0,0.0
anon_S3306E,608.280370104,548.0,60.280370104
anon_S1662E,581.729932047,599.0,-17.270067953
anon_S5527E,581.214111697,580.0,1.214111697
anon_S1879E,611.326017817,551.0,60.326017817
anon_S4091E,612.157262445,619.0,-6.842737555
anon_S1757E,657.001545614,611.0,46.001545614
anon_S1366E,374.451239198,366.0,8.451239198
anon_S4383E,449.234709645,449.0,0.234709645
anon_S2157E,570.551598612,466.0,104.551598612
anon_S5585E,563.341111168,615.0,-51.658888832
anon_S1619E,665.151839764,732.0,-66.848160236
anon_S67E,568.218943669,630.0,-61.781056331
anon_S5098E,498.654381032,528.0,-29.345618968
anon_S5398E,470.795570512,265.0,205.795570512
anon_S1092E,494.429705851,444.0,50.429705851
anon_S159E,596.885202086,744.0,-147.114797914
anon_S2405E,653.331735134,375.0,278.331735134
anon_S2598E,551.500525472,621.0,-69.499474528
anon_S5466E,589.503323839,671.0,-81.496676161
anon_S3970E,659.779237175,702.0,-42.220762825
anon_S733E,410.97851933,407.0,3.97851933
anon_S2932E,612.913868253,710.0,-97.086131747
anon_S5935E,598.470620586,627.0,-28.529379414
anon_S2320E,614.27322622,729.0,-114.72677378
anon_S1515E,644.671822051,529.0,115.671822051
anon_S2698E,550.433365147,587.0,-36.566634853
anon_S3291E,612.157262445,523.0,89.157262445
anon_S2206E,579.746790951,466.0,113.746790951
anon_S5183E,543.113969759,531.0,12.113969759
anon_S2636E,615.692030393,531.0,84.692030393
anon_S5513E,726.544384931,729.0,-2.455615069
anon_S4697E,562.248770622,557.0,5.248770622
anon_S352E,553.155836058,533.0,20.155836058
anon_S5347E,567.84794607,646.0,-78.15205393
anon_S1227E,399.0,399.0,0.0
anon_S2504E,653.842263539,518.0,135.842263539
anon_S3139E,649.772419853,588.0,61.772419853
anon_S4540E,569.565636646,572.0,-2.434363354
anon_S3514E,650.89183558,641.0,9.89183558
anon_S520E,560.964920328,651.0,-90.035079672
anon_S2844E,625.120550208,743.0,-117.879449792
anon_S3662E,627.9841036,550.0,77.9841036
anon_S4021E,588.635725877,554.0,34.635725877
anon_S843E,612.083274238,616.0,-3.916725762
anon_S2027E,558.292818026,537.0,21.292818026
anon_S1880E,645.185245433,528.0,117.185245433
anon_S3370E,617.265117627,663.0,-45.734882373
anon_S4656E,563.601590215,530.0,33.601590215
anon_S4244E,543.680250714,524.0,19.680250714
anon_S3448E,650.89183558,570.0,80.89183558
anon_S5774E,566.946518155,575.0,-8.053481845
anon_S3717E,662.555301657,610.0,52.555301657
anon_S4311E,633.009624322,548.0,85.009624322
anon_S627E,657.13508083,690.0,-32.86491917
anon_S3473E,613.021727856,546.0,67.021727856
anon_S5100E,532.852812318,532.0,0.852812318
anon_S3883E,559.181083503,600.0,-40.818916497
anon_S3782E,655.828900363,501.0,154.828900363
anon_S4669E,586.269708527,585.0,1.269708527
anon_S4299E,615.85701356,631.0,-15.14298644
anon_S2067E,651.547008547,501.0,150.547008547
anon_S4487E,546.196110912,452.0,94.196110912
anon_S4059E,656.427653517,565.0,91.427653517
anon_S4834E,541.722698439,700.0,-158.277301561
anon_S942E,640.0,640.0,0.0
anon_S3546E,617.281040966,583.0,34.281040966
anon_S1189E,610.193644946,667.0,-56.806355054
anon_S5682E,568.990609763,593.0,-24.009390237
anon_S1782E,565.196234058,507.0,58.196234058
anon_S5210E,574.592621337,595.0,-20.407378663
anon_S2616E,651.002979274,470.0,181.002979274
anon_S5533E,500.588775071,480.0,20.588775071
anon_S2721E,645.854106514,580.0,65.854106514
anon_S5446E,512.528937778,593.0,-80.471062222
anon_S4945E,585.268302181,588.0,-2.731697819
anon_S1834E,666.819161489,638.0,28.819161489
anon_S4196E,598.709753275,575.0,23.709753275
anon_S5327E,543.481074295,568.0,-24.518925705
anon_S1943E,620.735248564,686.0,-65.264751436
anon_S1554E,652.430659806,670.0,-17.569340194
anon_S1470E,582.046224066,514.0,68.046224066
anon_S1601E,584.565782766,613.0,-28.434217234
anon_S5788E,565.646374512,531.0,34.646374512
anon_S5617E,593.318363585,651.0,-57.681636415
anon_S2130E,615.848454888,578.0,37.848454888
anon_S4957E,550.052765206,527.0,23.052765206
anon_S2553E,544.856732803,625.0,-80.143267197
anon_S2047E,672.352980012,741.0,-68.647019988
anon_S36E,561.267516724,717.0,-155.732483276
anon_S294E,570.141965401,546.0,24.141965401
anon_S5722E,581.183975962,748.0,-166.816024038
anon_S3639E,557.710076763,536.0,21.710076763
anon_S4862E,568.268187136,719.0,-150.731812864
anon_S330E,569.692591418,569.0,0.692591418
anon_S3464E,659.072827707,579.0,80.072827707
anon_S141E,664.0,664.0,0.0
anon_S2797E,667.967068316,600.0,67.967068316
anon_S5805E,581.973951354,730.0,-148.026048646
anon_S1683E,540.178384273,497.0,43.178384273
anon_S5414E,602.946219074,658.0,-55.053780926
anon_S3327E,473.601822857,428.0,45.601822857
anon_S4790E,507.068768964,496.0,11.068768964
anon_S2884E,568.067899277,509.0,59.067899277
anon_S5967E,693.432462791,778.0,-84.567537209
anon_S216E,639.731589441,589.0,50.731589441
anon_S5266E,599.360152205,544.0,55.360152205
anon_S3289E,560.703412498,598.0,-37.296587502
anon_S5825E,525.443522546,534.0,-8.556477454
anon_S3385E,662.030893774,594.0,68.030893774
anon_S962E,590.26737564,590.0,0.26737564
anon_S3526E,589.797387736,658.0,-68.202612264
anon_S348E,579.0,579.0,0.0
anon_S3413E,549.366204821,553.0,-3.633795179
anon_S5878E,577.44770926,531.0,46.44770926
anon_S999E,650.0,650.0,0.0
anon_S3207E,653.503982489,735.0,-81.496017511
anon_S6060E,579.506755529,565.0,14.506755529
anon_S398E,612.538190418,676.0,-63.461809582
anon_S4363E,554.732168335,577.0,-22.267831665
anon_S4567E,549.635370671,682.0,-132.364629329
anon_S3698E,651.768915398,651.0,0.768915398
anon_S5637E,601.660348056,660.0,-58.339651944
anon_S3266E,661.185942304,690.0,-28.814057696
anon_S3732E,641.89723197,723.0,-81.10276803
anon_S189E,589.009648901,718.0,-128.990351099
anon_S3979E,599.810605415,546.0,53.810605415
anon_S4156E,525.0,525.0,0.0
anon_S4671E,541.912335775,536.0,5.912335775
anon_S591E,571.478917762,659.0,-87.521082238
anon_S4977E,558.85879768,482.0,76.85879768
anon_S3467E,649.633677464,491.0,158.633677464
anon_S2497E,625.245976111,485.0,140.245976111
anon_S5478E,574.802170693,558.0,16.802170693
anon_S3232E,624.000445986,505.0,119.000445986
anon_S5000E,559.192831169,549.0,10.192831169
anon_S4138E,620.724425767,592.0,28.724425767
anon_S1798E,627.459258651,363.0,264.459258651
anon_S5578E,581.072684664,587.0,-5.927315336
anon_S1658E,598.378531971,591.0,7.378531971
anon_S5166E,622.077856292,610.0,12.077856292
anon_S2740E,638.852578405,599.0,39.852578405
anon_S1960E,645.541794514,561.0,84.541794514
anon_S5792E,570.684894124,588.0,-17.315105876
anon_S1335E,669.0,669.0,0.0
anon_S2646E,651.861212278,551.0,100.861212278
anon_S1200E,533.620986891,503.0,30.620986891
anon_S1767E,604.525418003,608.0,-3.474581997
anon_S2180E,592.752385755,506.0,86.752385755
anon_S5231E,649.413721431,660.0,-10.586278569
anon_S1620E,582.387053334,589.0,-6.612946666
anon_S6004E,676.169711105,685.0,-8.830288895
anon_S34E,561.090196684,739.0,-177.909803316
anon_S2724E,574.452954256,547.0,27.452954256
anon_S397E,620.545137807,720.0,-99.454862193
anon_S3174E,659.072827707,577.0,82.072827707
anon_S2469E,658.403572781,332.0,326.403572781
anon_S880E,704.0,704.0,0.0
anon_S1451E,596.461414865,599.0,-2.538585135
anon_S5831E,747.257643294,765.0,-17.742356706
anon_S2456E,620.67575468,558.0,62.67575468
anon_S5919E,605.502793135,604.0,1.502793135
anon_S5886E,499.154647718,486.0,13.154647718
anon_S4338E,550.424798113,549.0,1.424798113
anon_S2351E,618.987743888,529.0,89.987743888
anon_S160E,597.075822785,507.0,90.075822785
anon_S4343E,550.756470065,504.0,46.756470065
anon_S2239E,662.334052783,552.0,110.334052783
anon_S2687E,544.482692188,500.0,44.482692188
anon_S3246E,618.178194608,510.0,108.178194608
anon_S5150E,602.164096386,586.0,16.164096386
anon_S760E,561.0,561.0,0.0
anon_S3765E,664.164749516,516.0,148.164749516
anon_S264E,585.774387211,627.0,-41.225612789
anon_S3082E,549.248454816,399.0,150.248454816
anon_S3188E,606.559708072,663.0,-56.440291928
anon_S3017E,637.827464508,325.0,312.827464508
anon_S4014E,638.927063251,491.0,147.927063251
anon_S4626E,588.418797362,589.0,-0.581202638
anon_S3074E,638.631750808,633.0,5.631750808
anon_S3565E,549.635370671,581.0,-31.364629329
anon_S1027E,611.004784035,611.0,0.00478403499994
anon_S3955E,601.111999213,330.0,271.111999213
anon_S3430E,666.207244665,532.0,134.207244665
anon_S439E,651.386578396,612.0,39.386578396
anon_S5481E,560.804961705,575.0,-14.195038295
anon_S3122E,659.518637066,516.0,143.518637066
anon_S4684E,636.885180258,655.0,-18.114819742
anon_S981E,547.072465506,547.0,0.072465506
anon_S4838E,593.804247171,630.0,-36.195752829
anon_S1871E,631.070713531,651.0,-19.929286469
anon_S4099E,620.735248564,510.0,110.735248564
anon_S4217E,603.167212816,532.0,71.167212816
anon_S1904E,662.0,662.0,0.0
anon_S4767E,553.821406121,493.0,60.821406121
anon_S4148E,604.316944758,736.0,-131.683055242
anon_S5090E,532.034913434,532.0,0.034913434
anon_S3832E,631.188979105,555.0,76.188979105
anon_S3751E,663.933405095,663.0,0.933405095
anon_S3063E,549.248454816,304.0,245.248454816
anon_S3809E,663.251604695,445.0,218.251604695
anon_S5650E,582.414601363,591.0,-8.585398637
anon_S2590E,593.545140395,641.0,-47.454859605
anon_S5479E,564.902868882,587.0,-22.097131118
anon_S4910E,550.437009491,567.0,-16.562990509
anon_S4282E,617.027752007,637.0,-19.972247993
anon_S3905E,621.098361535,344.0,277.098361535
anon_S5767E,567.090981429,571.0,-3.909018571
anon_S4885E,554.557167716,556.0,-1.442832284
anon_S4173E,533.584777361,504.0,29.584777361
anon_S4610E,605.381570245,603.0,2.381570245
anon_S724E,594.387809198,656.0,-61.612190802
anon_S744E,602.590754483,683.0,-80.409245517
anon_S1396E,606.193666324,607.0,-0.806333676
anon_S5437E,597.883723239,640.0,-42.116276761
anon_S1030E,708.0,708.0,0.0
anon_S5149E,560.191574908,542.0,18.191574908
anon_S1805E,597.019045765,695.0,-97.980954235
anon_S2767E,612.157262445,606.0,6.157262445
anon_S5374E,561.677868503,585.0,-23.322131497
anon_S5699E,627.196043386,702.0,-74.803956614
anon_S5243E,655.593133429,662.0,-6.406866571
anon_S5542E,551.751013216,529.0,22.751013216
anon_S95E,588.225272487,667.0,-78.774727513
anon_S1646E,659.91778641,598.0,61.91778641
anon_S2163E,597.888369909,635.0,-37.111630091
anon_S1547E,617.25102248,527.0,90.25102248
anon_S2284E,606.095835714,691.0,-84.904164286
anon_S5229E,571.054580803,544.0,27.054580803
anon_S3037E,623.861685676,439.0,184.861685676
anon_S1314E,636.95462486,637.0,-0.04537514
anon_S5812E,585.449637328,704.0,-118.550362672
anon_S2471E,623.845814786,604.0,19.845814786
anon_S2349E,654.455568915,532.0,122.455568915
anon_S2014E,668.282216546,471.0,197.282216546
anon_S415E,594.0,594.0,0.0
anon_S2837E,549.248454816,452.0,97.248454816
anon_S13E,561.136737629,713.0,-151.863262371
anon_S2372E,619.500884649,657.0,-37.499115351
anon_S1865E,608.465606091,718.0,-109.534393909
anon_S484E,608.667895879,529.0,79.667895879
anon_S3600E,577.165742813,568.0,9.165742813
anon_S3278E,582.145293581,576.0,6.145293581
anon_S3378E,549.248454816,418.0,131.248454816
anon_S4319E,617.798712365,713.0,-95.201287635
anon_S2940E,665.547082421,468.0,197.547082421
anon_S2245E,638.631750808,655.0,-16.368249192
anon_S3110E,636.925191964,568.0,68.925191964
anon_S4583E,652.524909417,676.0,-23.475090583
anon_S4113E,549.248454816,455.0,94.248454816
anon_S27E,561.740008357,690.0,-128.259991643
anon_S4747E,511.588640904,482.0,29.588640904
anon_S614E,588.41664181,579.0,9.41664181
anon_S3440E,713.691138244,752.0,-38.308861756
anon_S3852E,548.20488329,516.0,32.20488329
anon_S3192E,551.249428925,613.0,-61.750571075
anon_S1181E,602.392970301,665.0,-62.607029699
anon_S572E,567.426769878,508.0,59.426769878
anon_S4026E,661.433999858,614.0,47.433999858
anon_S549E,560.960810314,650.0,-89.039189686
anon_S913E,532.0,532.0,0.0
anon_S3575E,527.98072874,419.0,108.98072874
anon_S2445E,661.919445554,564.0,97.919445554
anon_S3969E,671.780197787,537.0,134.780197787
anon_S445E,617.606328656,595.0,22.606328656
anon_S4516E,572.671202492,589.0,-16.328797508
anon_S1852E,671.451272467,744.0,-72.548727533
anon_S195E,596.885202086,657.0,-60.114797914
anon_S1136E,631.033048357,631.0,0.033048357
anon_S2138E,661.582291455,583.0,78.582291455
anon_S5671E,621.354825455,616.0,5.354825455
anon_S4232E,547.152557483,362.0,185.152557483
anon_S1732E,613.856483263,626.0,-12.143516737
anon_S1343E,593.22434336,584.0,9.22434336
anon_S2426E,663.936384189,509.0,154.936384189
anon_S4931E,579.875910897,613.0,-33.124089103
anon_S1587E,595.127277857,672.0,-76.872722143
anon_S1080E,562.650002775,556.0,6.650002775
anon_S5986E,580.787179571,604.0,-23.212820429
anon_S5071E,583.182399157,599.0,-15.817600843
anon_S4167E,612.804005746,613.0,-0.195994254
anon_S2368E,631.670727805,549.0,82.670727805
anon_S44E,560.801231413,562.0,-1.198768587
anon_S6094E,564.199610276,558.0,6.199610276
anon_S5139E,587.319707757,590.0,-2.680292243
anon_S5954E,584.252633978,652.0,-67.747366022
anon_S3703E,645.282033653,610.0,35.282033653
anon_S2484E,659.758216895,681.0,-21.241783105
anon_S247E,526.828893531,504.0,22.828893531
anon_S2229E,648.048170591,531.0,117.048170591
anon_S2312E,583.134890417,573.0,10.134890417
anon_S718E,593.807066276,589.0,4.807066276
anon_S5197E,488.225715571,322.0,166.225715571
anon_S192E,596.807266086,598.0,-1.192733914
anon_S2917E,578.173401487,527.0,51.173401487
anon_S5567E,622.449004011,641.0,-18.550995989
anon_S2550E,627.459258651,564.0,63.459258651
anon_S1242E,446.0,446.0,0.0
anon_S1491E,611.343500731,613.0,-1.656499269
anon_S5870E,628.562158384,647.0,-18.437841616
anon_S5353E,558.269427193,541.0,17.269427193
anon_S340E,669.241287159,675.0,-5.758712841
anon_S6068E,579.506755529,603.0,-23.493244471
anon_S4536E,566.281504002,508.0,58.281504002
anon_S3050E,549.248454816,447.0,102.248454816
anon_S6057E,542.901701119,516.0,26.901701119
anon_S512E,560.909811945,614.0,-53.090188055
anon_S1061E,555.0,555.0,0.0
anon_S111E,590.390263254,677.0,-86.609736746
anon_S4409E,618.735949586,651.0,-32.264050414
anon_S3645E,592.752385755,595.0,-2.247614245
anon_S3595E,649.365557099,568.0,81.365557099
anon_S3167E,660.11092662,517.0,143.11092662
anon_S813E,614.333204434,744.0,-129.666795566
anon_S429E,606.0,606.0,0.0
anon_S857E,691.682938232,740.0,-48.317061768
anon_S2033E,551.363639735,503.0,48.363639735
anon_S2865E,544.856732803,541.0,3.856732803
anon_S2410E,634.957842551,502.0,132.957842551
anon_S3119E,661.659812752,474.0,187.659812752
anon_S4454E,653.842263539,653.0,0.842263539
anon_S1994E,670.742417522,526.0,144.742417522
anon_S3342E,649.365557099,611.0,38.365557099
anon_S2923E,612.157262445,483.0,129.157262445
anon_S5702E,560.522867279,505.0,55.522867279
anon_S5902E,637.858914707,672.0,-34.141085293
anon_S3924E,565.333011429,481.0,84.333011429
anon_S3099E,661.556697851,649.0,12.556697851
anon_S5055E,590.919490352,614.0,-23.080509648
anon_S3794E,630.990755891,356.0,274.990755891
anon_S4679E,519.988670082,511.0,8.988670082
anon_S4265E,615.912194669,638.0,-22.087805331
anon_S4493E,549.248454816,312.0,237.248454816
anon_S4065E,549.292078136,561.0,-11.707921864
anon_S4842E,554.715913419,603.0,-48.284086581
anon_S4130E,671.290130838,698.0,-26.709869162
anon_S930E,691.919124675,692.0,-0.080875325
anon_S3554E,549.635370671,505.0,44.635370671
anon_S5008E,571.208514754,649.0,-77.791485246
anon_S1790E,642.239850894,468.0,174.239850894
anon_S5470E,551.474086625,385.0,166.474086625
anon_S1822E,602.843153651,693.0,-90.156846349
anon_S2675E,611.57908928,529.0,82.57908928
anon_S4188E,569.537057249,573.0,-3.462942751
anon_S1968E,655.512519191,636.0,19.512519191
anon_S1957E,642.239850894,615.0,27.239850894
anon_S1522E,588.640588764,605.0,-16.359411236
anon_S1848E,560.0,560.0,0.0
anon_S2119E,667.934707377,506.0,161.934707377
anon_S2150E,605.023439769,635.0,-29.976560231
anon_S1299E,658.0,658.0,0.0
anon_S1675E,617.803215529,677.0,-59.196784471
anon_S1262E,390.43206629,378.0,12.43206629
anon_S5304E,566.910771771,605.0,-38.089228229
anon_S5603E,562.788221892,412.0,150.788221892
anon_S1459E,552.091633495,552.0,0.091633495
anon_S5283E,598.947338083,676.0,-77.052661917
anon_S2547E,640.074838673,374.0,266.074838673
anon_S1715E,589.172262496,570.0,19.172262496
anon_S1748E,580.859952117,560.0,20.859952117
anon_S1466E,556.376456995,637.0,-80.623543005
anon_S2853E,623.734037866,563.0,60.734037866
anon_S5734E,608.792406259,593.0,15.792406259
anon_S2064E,601.987711582,649.0,-47.012288418
anon_S4874E,555.589552235,521.0,34.589552235
anon_S168E,557.621821167,612.0,-54.378178833
anon_S326E,643.079928011,633.0,10.079928011
anon_S135E,679.0,679.0,0.0
anon_S2783E,655.512519191,644.0,11.512519191
anon_S2716E,663.439523674,689.0,-25.560476326
anon_S5158E,569.347970179,581.0,-11.652029821
anon_S2264E,623.861685676,563.0,60.861685676
anon_S5387E,508.458537541,484.0,24.458537541
anon_S768E,556.827394388,548.0,8.827394388
anon_S319E,587.181304855,630.0,-42.818695145
anon_S5406E,575.700029662,522.0,53.700029662
anon_S5205E,568.606101057,538.0,30.606101057
anon_S4782E,555.379468109,549.0,6.379468109
anon_S2892E,662.064575177,658.0,4.064575177
anon_S2903E,575.51443678,525.0,50.51443678
anon_S5258E,577.347562251,585.0,-7.652437749
anon_S2807E,544.711120503,682.0,-137.288879497
anon_S664E,623.0,623.0,0.0
anon_S954E,615.000553944,615.0,0.000553943999989
anon_S989E,655.871857522,656.0,-0.128142478
anon_S3503E,665.055546301,723.0,-57.944453699
anon_S3492E,658.06733792,575.0,83.06733792
anon_S464E,603.299583898,610.0,-6.700416102
anon_S6072E,626.600146002,714.0,-87.399853998
anon_S3983E,670.566722821,734.0,-63.433277179
anon_S3671E,627.459258651,573.0,54.459258651
anon_S2980E,570.438937261,476.0,94.438937261
anon_S1897E,651.547008547,534.0,117.547008547
anon_S4466E,549.123164804,358.0,191.123164804
anon_S3801E,544.704619287,530.0,14.704619287
anon_S5718E,582.843427402,642.0,-59.156572598
anon_S4736E,511.145777732,476.0,35.145777732
anon_S5658E,605.182401332,621.0,-15.817598668
anon_S4618E,656.545431342,689.0,-32.454568658
anon_S4918E,550.653561082,541.0,9.653561082
anon_S3250E,624.000445986,485.0,139.000445986
anon_S4075E,652.845073819,671.0,-18.154926181
anon_S3402E,545.007500692,595.0,-49.992499308
anon_S4140E,645.282033653,533.0,112.282033653
anon_S4963E,511.73174467,307.0,204.73174467
anon_S5E,560.973874487,692.0,-131.026125513
anon_S1697E,663.083917634,714.0,-50.916082366
anon_S4858E,572.007363097,604.0,-31.992636903
anon_S5032E,606.419437799,596.0,10.419437799
anon_S3890E,541.251021694,315.0,226.251021694
anon_S1038E,659.95296541,660.0,-0.04703459
anon_S2736E,642.239850894,590.0,52.239850894
anon_S2386E,611.332860071,640.0,-28.667139929
anon_S5451E,534.921661621,456.0,78.921661621
anon_S1972E,617.156622871,522.0,95.156622871
anon_S2654E,664.544238056,496.0,168.544238056
anon_S1538E,666.310908991,578.0,88.310908991
anon_S5691E,523.314079947,482.0,41.314079947
anon_S5221E,550.18679605,541.0,9.18679605
anon_S2609E,628.481859255,777.0,-148.518140745
anon_S1773E,539.438696602,511.0,28.438696602
anon_S1612E,608.465606091,676.0,-67.534393909
anon_S1281E,550.138439475,550.0,0.138439475
anon_S2101E,526.208765253,473.0,53.208765253
anon_S586E,571.913793575,546.0,25.913793575
anon_S3102E,613.326744981,556.0,57.326744981
anon_S892E,630.0,630.0,0.0
anon_S6087E,626.915318772,538.0,88.915318772
anon_S4326E,549.993946189,573.0,-23.006053811
anon_S2085E,656.647884199,574.0,82.647884199
anon_S2341E,576.476064021,583.0,-6.523935979
anon_S152E,572.316595703,644.0,-71.683404297
anon_S3655E,644.671822051,712.0,-67.328177949
anon_S2693E,553.748959569,572.0,-18.251040431
anon_S2948E,652.430659806,538.0,114.430659806
anon_S3270E,544.727810934,385.0,159.727810934
anon_S5947E,544.376516311,548.0,-3.623483689
anon_S5393E,471.827362944,471.0,0.827362944
anon_S3608E,666.06791185,688.0,-21.93208815
anon_S301E,567.528536653,535.0,32.528536653
anon_S3775E,492.2612875,471.0,21.2612875
anon_S2327E,602.014341175,588.0,14.014341175
anon_S2380E,661.56997014,720.0,-58.43002986
anon_S4634E,567.583277194,552.0,15.583277194
anon_S3961E,650.059312513,512.0,138.059312513
anon_S3422E,612.782385643,547.0,65.782385643
anon_S3134E,611.548528216,567.0,44.548528216
anon_S6011E,552.415702153,539.0,13.415702153
anon_S685E,689.0,689.0,0.0
anon_S826E,578.0,578.0,0.0
anon_S4570E,549.635370671,336.0,213.635370671
anon_S2652E,654.997937618,520.0,134.997937618
anon_S1925E,585.684118908,626.0,-40.315881092
anon_S4728E,510.529400563,478.0,32.529400563
anon_S4370E,625.781677533,682.0,-56.218322467
anon_S5595E,604.648545798,734.0,-129.351454202
anon_S4713E,568.606101057,465.0,103.606101057
anon_S5679E,701.948855546,709.0,-7.051144454
anon_S1987E,640.074838673,540.0,100.074838673
anon_S5082E,622.104767713,629.0,-6.895232287
anon_S3725E,665.609576898,689.0,-23.390423102
anon_S3206E,674.018800367,659.0,15.018800367
anon_S2582E,622.802861369,711.0,-88.197138631
anon_S5079E,698.023382305,708.0,-9.976617695
anon_S5744E,595.302216978,640.0,-44.697783022
anon_S4294E,612.157262445,568.0,44.157262445
anon_S1088E,592.985964201,598.0,-5.014035799
anon_S4895E,567.775294352,575.0,-7.224705648
anon_S1416E,616.983197081,651.0,-34.016802919
anon_S2854E,664.989340376,657.0,7.989340376
anon_S2576E,631.058274644,520.0,111.058274644
anon_S4804E,552.576027134,687.0,-134.423972866
anon_S5423E,568.72126392,585.0,-16.27873608
anon_S1839E,580.485808449,599.0,-18.514191551
anon_S2753E,638.083907389,425.0,213.083907389
anon_S5689E,566.45646763,586.0,-19.54353237
anon_S2221E,658.381787013,676.0,-17.618212987
anon_S5554E,577.744222854,634.0,-56.255777146
anon_S727E,578.302911676,656.0,-77.697088324
anon_S5146E,531.679113851,495.0,36.679113851
anon_S2296E,558.285077152,580.0,-21.714922848
anon_S4980E,568.72126392,520.0,48.72126392
anon_S5469E,586.448551294,606.0,-19.551448706
anon_S2666E,544.695702935,498.0,46.695702935
anon_S839E,616.548399846,651.0,-34.451600154
anon_S1864E,614.316494203,523.0,91.316494203
anon_S2488E,638.373687846,538.0,100.373687846
anon_S1213E,533.0,533.0,0.0
anon_S3023E,544.749062501,528.0,16.749062501
anon_S2536E,666.335334988,551.0,115.335334988
anon_S1377E,542.818094092,542.0,0.818094092
anon_S1564E,643.594449615,511.0,132.594449615
anon_S235E,727.971937542,774.0,-46.028062458
anon_S5987E,571.795594237,532.0,39.795594237
anon_S5785E,561.182976706,326.0,235.182976706
anon_S1420E,582.551375188,589.0,-6.448624812
anon_S119E,536.0,536.0,0.0
anon_S2852E,663.48643725,594.0,69.48643725
anon_S4401E,604.57279648,606.0,-1.42720352
anon_S2558E,623.861685676,527.0,96.861685676
anon_S3118E,612.617033573,536.0,76.617033573
anon_S2798E,543.704016585,623.0,-79.295983415
anon_S2360E,602.649767072,559.0,43.649767072
anon_S496E,564.059574804,575.0,-10.940425196
anon_S3632E,610.777162815,640.0,-29.222837185
anon_S4354E,551.764950711,566.0,-14.235049289
anon_S2095E,659.595500645,632.0,27.595500645
anon_S773E,621.567690125,659.0,-37.432309875
anon_S360E,343.0,343.0,0.0
anon_S5044E,550.97589971,540.0,10.97589971
anon_S2972E,596.408660632,489.0,107.408660632
anon_S2255E,611.845461155,728.0,-116.154538845
anon_S5891E,635.839916895,643.0,-7.160083105
anon_S3091E,644.501697508,530.0,114.501697508
anon_S3877E,591.951127383,644.0,-52.048872617
anon_S4606E,511.062869268,507.0,4.062869268
anon_S3251E,618.987743888,587.0,31.987743888
anon_S4773E,579.901756949,601.0,-21.098243051
anon_S2889E,578.892808441,591.0,-12.107191559
anon_S3749E,445.679240414,283.0,162.679240414
anon_S560E,561.808761338,662.0,-100.191238662
anon_S938E,576.414033158,576.0,0.414033158
anon_S3942E,662.334052783,488.0,174.334052783
anon_S1006E,546.146890721,546.0,0.146890721
anon_S838E,562.358787535,533.0,29.358787535
anon_S695E,681.0,681.0,0.0
anon_S907E,558.0,558.0,0.0
